gender,region,education,age,responses_t1_1,responses_t1_2,responses_t2_1,responses_t2_2,responses_t3_1,responses_t3_2,responses_t4_1,responses_t4_2,responses_t5_1,responses_t5_2,responses_t6_1,responses_t6_2,responses_t7_1,responses_t7_2,responses_t8_1,responses_t8_2,responses_t9_1,responses_t9_2,responses_t10_1,responses_t10_2,responses_t11_1,responses_t11_2,responses_t12_1,responses_t12_2,responses_t13_1,responses_t13_2,responses_t14_1,responses_t14_2,responses_t15_1,responses_t15_2,responses_t16_1,responses_t16_2,responses_t17_1,responses_t17_2,responses_t18_1,responses_t18_2,responses_t19_1,responses_t19_2,responses_t20_1,responses_t20_2,prediction_age,age_imputed,prediction_education,education_imputed,prediction_gender,gender_imputed
female,Lima,undergraduate,26,0,1,1,2,1,1,0.5,2,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1.5,1,1,2,0,1,1,1,0,1,1,1,1,1,NA,26,NA,undergraduate,NA,female
male,Lima,graduate,NA,1,2,0,2,1,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,0,2,1,2,1,2,1,2,1,2,47.384296,47.384296,NA,graduate,NA,male
female,Extranjero,graduate,52,0.5,1,0,2,1,1,0.5,2,1,1,1,2,0,1,0,1,0,2,0,1,1,2,1,2,0.5,1,0,2,0.5,1,0,2,1,2,0,1,1,2,0.5,1,NA,52,NA,graduate,NA,female
female,Extranjero,graduate,52,1,2,0,1,1,2,1,1,1,2,1,2,1,1,1,1,0,2,1,2,1,2,1,2,1,1,0,2,0,1,0,2,1,1,0,1,1,2,1,1,NA,52,NA,graduate,NA,female
male,Arequipa,undergraduate,75,1,2,1,1,1,2,1,2,1,1,0,1,1,1,1,1,0,2,1,1,0,1,1,1,1,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,NA,75,NA,undergraduate,NA,male
male,Lima Metropolitana,graduate,27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0,1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,1,0,1,NA,27,NA,graduate,NA,male
male,Lima,graduate,27,0,1,0,1,1,1,1,1,1.5,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,NA,27,NA,graduate,NA,male
female,Lima,graduate,32,1,2,0,1,1,2,1,2,1,2,0.5,1,1,2,0,1,0,2,0.5,2,1,2,0.5,2,1,2,0,2,1,2,0,2,0.5,2,0,2,0.5,1,1,2,NA,32,NA,graduate,NA,female
male,Lima,graduate,60,0,2,1,2,1,2,1,2,1,2,1,2,0,1,0,1,0,2,0,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,0,2,0,1,0,1,NA,60,NA,graduate,NA,male
NA,NA,NA,NA,1,1,1,1,1,2,1,2,1,1,0,2,1,1,0,1,1,1,1,2,0,1,0.5,1,1,1,1,2,1,1,1,1,0.5,1,1,2,0,1,0.5,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,2,1,1,1,1,0,1,1,1,1,2,0,1,0,1,0,2,0,1,1,1,1,2,0.5,1,0,2,1,1,0,2,1,1,0,2,1,1,0,1,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,undergraduate,24,0,2,1,1,1,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,2,1,2,1,1,0,1,1,1,0,2,1,1,1,1,0,1,1,2,NA,24,NA,undergraduate,NA,female
male,Lima Metropolitana,graduate,29,1,2,0,1,1,2,1,2,0,1,1,2,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,1,0,1,0,2,1,1,1,2,0,1,1,1,NA,29,NA,graduate,NA,male
female,Lima,secondary,59,1,2,1.5,1,NA,NA,1,1,0,1,0,1,1,1,1,2,0,2,1,1,0.5,1,1,1,1,2,0,1,1,1,0,2,1,2,1,1,0.5,1,1,1,NA,59,NA,secondary,NA,female
female,Extranjero,undergraduate,27,0,1,1,2,1,1,1,1,1,2,1,1,0,1,0,1,0,1,0,1,1,2,1,2,0.5,1,0,1,1,2,0,1,1,2,0.5,1,1,1,NA,NA,NA,27,NA,undergraduate,NA,female
male,Lima,graduate,43,1,2,1,2,1,2,1,2,1,1,0.5,1,0,1,0,1,0,2,0.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,0,1,0,1,NA,43,NA,graduate,NA,male
male,Lima,undergraduate,26,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,2,0,1,1,1,1,1,1,2,1,2,1,1,1.5,1,1,1,1,2,0.5,1,0.5,1,NA,26,NA,undergraduate,NA,male
female,Lima,undergraduate,46,1,2,0,1,1,2,1,1,1,1,0,1,1,2,0,1,0,2,1,2,0.5,1,1,2,1,1,0,1,0,1,1.5,1,0.5,2,1,1,0,1,1,2,NA,46,NA,undergraduate,NA,female
female,Lima,graduate,50,1,2,0,1,1,2,1,2,1.5,1,1,1,1,1,0.5,1,1,2,1,2,1,1,1,2,1,2,1.5,2,1,1,0,1,1,2,0.5,2,1,1,1,1,NA,50,NA,graduate,NA,female
male,Extranjero,graduate,45,1,2,0,1,1,2,1,2,0,1,1,2,0,1,0.5,1,0,2,0.5,1,0,1,0.5,1,1,1,1.5,1,1,1,1,1,0.5,1,0,2,0,1,0,1,NA,45,NA,graduate,NA,male
female,Lima,graduate,26,1,2,1,1,1,1,0,1,1,1,0,2,1,1,1,2,1,1,1,1,0.5,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,NA,26,NA,graduate,NA,female
male,Lima,undergraduate,35,1,2,0,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,NA,35,NA,undergraduate,NA,male
female,Lima,graduate,46,0,2,1,2,1,2,0,2,1,2,1,1,0,2,0,1,0,2,0,1,1,2,1,2,0,1,0,1,1,2,0,2,1,2,0,2,1,1,0.5,1,NA,46,NA,graduate,NA,female
female,Lima,undergraduate,84,0,2,1,1,1,2,0.5,2,1,2,1,2,0,2,0,1,0,1,0,1,0,1,0.5,1,1,2,1.5,2,1,1,1,1,1,2,0,1,0,1,0.5,1,NA,84,NA,undergraduate,NA,female
male,Lima,graduate,75,1,2,0,1,1,2,1,2,1.5,1,1,1,0.5,1,0,1,0,2,0.5,1,0,1,1,2,1,1,1,2,0,1,1,1,0.5,1,0,1,0,1,1,1,NA,75,NA,graduate,NA,male
NA,NA,NA,NA,0,2,1,2,1,1,1,1,1,2,1,1,0,1,0,1,0,2,0,2,1,2,1,1,0.5,1,0,1,1,2,0,1,1,2,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA
NA,Lima,undergraduate,23,1,2,1.5,2,1,2,1,2,1,2,1,2,1,2,1,2,0.5,2,1,2,0.5,2,0.5,2,1,2,0,2,1,2,1.5,2,1,2,0,2,0,2,1,2,NA,23,NA,undergraduate,male,male
female,Lima Metropolitana,undergraduate,77,0,2,0,1,1,2,1,1,1,1,1,1,0,1,1,1,0,2,1,1,1,1,1,1,1,2,0,1,0,1,0,2,0,1,1,1,0,1,0.5,1,NA,77,NA,undergraduate,NA,female
male,Lima Metropolitana,graduate,75,1,2,0,2,1,2,1,2,1,1,1,1,0.5,1,0.5,1,0,2,0.5,1,0.5,2,1,2,1,2,1,2,0,1,1,1,0.5,1,0,2,0,1,0,1,NA,75,NA,graduate,NA,male
NA,NA,NA,NA,1,2,0,1,1,1,0,1,0,1,0,1,0,1,0.5,1,0.5,1,1,1,0,1,0,1,1,2,1,1,0,1,1,1,0,1,1,2,0,1,0,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,26,0,2,1,1,1,2,1,2,1,1,0.5,1,0,1,0,1,0,2,0,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,0.5,1,1,2,0,1,NA,26,NA,undergraduate,NA,male
male,Extranjero,undergraduate,24,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,NA,24,NA,undergraduate,NA,male
NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,1,1,1,2,0,1,1,1,1.5,1,0.5,2,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,24,0,2,1,2,1,1,1,1,1,2,1,1,0.5,1,0.5,1,1,1,0,1,1,1,1,1,0.5,1,1.5,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,NA,24,NA,undergraduate,NA,female
male,Lima,graduate,72,0,2,0,1,1,2,1,2,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,1,2,1,1,0,1,1,1,1,1,0,1,0,1,0,1,NA,72,NA,graduate,NA,male
female,Extranjero,graduate,35,0.5,2,1,1,1,2,0,2,1,1,1,1,0,1,0,1,0,2,0,1,0.5,1,1,1,1,1,0,2,0.5,1,1.5,1,1,2,1,2,0.5,1,0,2,NA,35,NA,graduate,NA,female
male,Lima Metropolitana,undergraduate,26,0.5,1,0,1,1,2,1,1,1.5,1,0,1,0.5,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,2,1,2,0.5,1,1,1,0.5,1,1,1,0,1,0.5,1,NA,26,NA,undergraduate,NA,male
male,Lima Metropolitana,undergraduate,49,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,NA,49,NA,undergraduate,NA,male
female,NA,undergraduate,81,1,2,1.5,1,1,2,1,2,1,1,0,2,1,2,1,1,0,2,1,1,0,1,1,1,1,2,1,2,0.5,1,0,1,0,1,1,1,0,1,1,1,NA,81,NA,undergraduate,NA,female
male,Loreto,undergraduate,NA,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,30.146408,30.146408,NA,undergraduate,NA,male
male,Lima Metropolitana,undergraduate,27,0,2,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,2,0,1,0.5,1,1,1,1,1,0,1,1,2,1,1,1,2,0,1,0,1,0,1,NA,27,NA,undergraduate,NA,male
female,Lima Metropolitana,graduate,27,0.5,2,1,2,1,2,1,1,1,2,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0,1,1,2,1.5,1,1,2,0.5,1,0.5,1,0.5,1,NA,27,NA,graduate,NA,female
NA,NA,NA,NA,1,2,1,2,1,2,1,2,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA
female,NA,NA,74,1,2,0,1,1,2,1,2,0,1,0.5,1,0.5,1,1,1,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,1,1,2,0,1,0,1,1,1,NA,74,graduate,graduate,NA,female
male,Junín,undergraduate,38,0.5,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1.5,1,0.5,1,0,1,1,1,0,2,0,1,0,1,NA,38,NA,undergraduate,NA,male
male,Lima,graduate,32,1,2,0,2,1,1,0.5,1,1,1,0,1,1,1,1,1,0.5,2,0.5,1,1,1,1,2,1,2,0,1,1,1,0,2,1,2,1,2,0.5,1,1,1,NA,32,NA,graduate,NA,male
NA,NA,NA,NA,0,2,0,2,1,2,1,1,0,1,0,1,0,1,1,1,1,2,1,1,1,1,0,1,1,2,0,2,1,1,0,1,1,2,0,2,0,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,65,0.5,2,1,2,1,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,0,2,1,2,1,2,1,2,1,1,NA,65,NA,undergraduate,NA,female
female,Cusco,graduate,37,0,1,1,2,1,2,1,1,1,2,1,1,0,1,0,2,0,2,0,1,1,2,1,1,0.5,1,0,2,1,1,0,2,1,2,1,1,1,1,0.5,1,NA,37,NA,graduate,NA,female
female,Lima Metropolitana,undergraduate,58,1,2,1.5,1,1,2,1,1,1,1,0,2,1,1,1,1,1,2,1,1,0,1,0.5,1,1,2,0,2,1,1,0,2,1,1,1,2,0,1,1,1,NA,58,NA,undergraduate,NA,female
female,Lima,undergraduate,27,0,2,1,2,1,2,1,1,1,1,0,1,0,2,0.5,1,0,2,0.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1.5,1,1,2,0,2,0,2,1,2,NA,27,NA,undergraduate,NA,female
male,Lima,secondary,45,1,2,0,2,1,2,1,1,1,1,0,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1.5,2,0,2,0,2,0,2,1,1,0,1,1,2,NA,45,NA,secondary,NA,male
female,Lima,undergraduate,27,1,2,1,2,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,2,0.5,1,1,2,1,1,1,2,0,1,1,1,1.5,1,1,1,0.5,2,0.5,1,1,2,NA,27,NA,undergraduate,NA,female
male,Lima,graduate,46,1,2,0,1,1,2,0,1,0,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,2,1,2,0,1,1.5,1,0,1,1,1,0,1,0,1,NA,46,NA,graduate,NA,male
female,Lima,undergraduate,24,0,2,1,2,1,1,1,1,1,1,1,1,0.5,1,0,1,0,2,0,1,0.5,2,1,1,1,1,0,1,1,1,1.5,1,1,1,0,1,0,1,1,1,NA,24,NA,undergraduate,NA,female
female,Lima,graduate,45,1,1,1.5,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,2,0,1,0,1,1,1,NA,45,NA,graduate,NA,female
male,Lima Metropolitana,undergraduate,57,1,2,1,1,1,2,1,1,1.5,1,1,1,1,2,1,1,NA,NA,1,2,1,1,1,1,1,1,1.5,1,1,2,0,1,0,1,0.5,1,1,1,1,2,NA,57,NA,undergraduate,NA,male
female,Lima,undergraduate,67,1,2,1,1,1,2,0.5,2,1,1,0.5,1,1,1,1,2,0,2,1,1,1,1,1,1,1,2,0,2,1,1,0,1,0.5,1,0.5,2,0,1,1,2,NA,67,NA,undergraduate,NA,female
NA,NA,NA,NA,0,2,1,1,1,2,1,1,0,1,1,2,0,1,0.5,1,0,1,0.5,1,1,1,0.5,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA
female,Ica,undergraduate,19,1,2,1,2,1,2,1,1,0,2,0,1,1,2,1,1,0,2,0.5,1,1,1,1,2,1,2,0,1,1,2,1.5,1,1,2,0,2,1,2,1,1,NA,19,NA,undergraduate,NA,female
male,Arequipa,undergraduate,35,1,2,0,1,1,2,1,1,0,2,0.5,1,1,2,1,2,1,2,1,2,0.5,1,0.5,1,1,2,1,1,0.5,1,0,2,0,2,0.5,1,0,1,1,1,NA,35,NA,undergraduate,NA,male
female,Lima,graduate,52,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.5,1,0,1,1,1,1,1,NA,52,NA,graduate,NA,female
female,Junín,graduate,37,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,0,2,0,1,0.5,1,NA,37,NA,graduate,NA,female
female,Lima Metropolitana,undergraduate,27,0,2,1,2,1,1,1,2,1,1,1,1,0,1,0,1,0,2,0.5,1,1,2,1,2,1,1,0,1,1,1,0,1,1,1,0.5,1,0.5,1,0.5,1,NA,27,NA,undergraduate,NA,female
male,Lima,secondary,22,1,1,1,1,1,1,1,1,1.5,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0.5,1,1.5,1,1,1,1,1,0,1,0.5,1,NA,22,NA,secondary,NA,male
male,La Libertad,undergraduate,19,1,2,1,1,1,2,1,2,1,1,0,2,0,1,1,1,0,2,1,2,1,1,0.5,1,1,2,0,1,0,1,1.5,1,1,1,1,2,0,1,1,1,NA,19,NA,undergraduate,NA,male
female,Lima Metropolitana,undergraduate,50,0.5,1,1.5,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.5,1,0,1,1,1,NA,50,NA,undergraduate,NA,female
male,Lima,graduate,45,1,1,0,1,1,2,0,2,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,0.5,1,1,2,NA,45,NA,graduate,NA,male
female,Lima Metropolitana,undergraduate,56,0.5,2,0,1,1,2,1,2,0,1,0,2,0,1,0,1,0,2,0,1,0.5,1,0.5,1,1,2,1.5,1,0.5,1,1,1,0,1,1,2,0,1,0,1,NA,56,NA,undergraduate,NA,female
female,Lima Metropolitana,undergraduate,56,0.5,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,2,1,1,0,1,1,1,0,1,1,2,0,1,0,1,NA,56,NA,undergraduate,NA,female
male,Lima Metropolitana,graduate,48,0,2,0,1,1,2,1,2,0,1,0.5,2,1,1,0,1,0,2,1,1,1,1,1,2,1,2,1,2,0.5,1,1,1,0,2,1,2,0,1,0,1,NA,48,NA,graduate,NA,male
male,Lima,undergraduate,28,1,2,1,2,1,2,0.5,1,1,2,1,2,0,1,0,1,0,2,0,1,1,1,1,2,1,1,1.5,1,1,2,1.5,1,1,2,1,1,0.5,1,1,2,NA,28,NA,undergraduate,NA,male
male,Lima,graduate,58,0.5,2,1,2,1,2,1,2,1,2,1,2,0,2,0,2,0.5,2,0,2,0.5,2,1,2,1,2,1.5,2,1,2,0,2,1,2,0.5,2,0,2,0,2,NA,58,NA,graduate,NA,male
male,Lima Metropolitana,undergraduate,22,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,0.5,2,0.5,2,1,2,1,2,0,2,1,2,1.5,2,1,2,0,2,0,2,1,2,NA,22,NA,undergraduate,NA,male
female,Lima,graduate,38,1,2,1,1,1,2,0,1,1,1,0,1,0.5,1,0,1,0,1,1,1,0.5,1,1,1,1,2,1.5,1,1,1,1.5,1,1,1,0.5,1,0,1,1,1,NA,38,NA,graduate,NA,female
male,Extranjero,undergraduate,25,0,1,1,1,0.5,1,1,1,1,1,1,2,0,1,0.5,1,0,2,0,2,1,2,1,2,0.5,1,0,1,1,1,1.5,1,1,2,0,1,0.5,1,0.5,1,NA,25,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,2,1,1,NA,NA,NA,NA,NA,NA
female,Lima,graduate,NA,1,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,2,0.5,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,0.5,1,0.5,1,28.815845,28.815845,NA,graduate,NA,female
NA,NA,NA,NA,0.5,2,0,1,1,2,1,2,1,1,1,1,0,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,0,2,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima,graduate,35,1,2,0,1,1,2,1,1,1,1,0,1,0.5,1,1,1,1,2,1,2,0,1,0.5,1,1,2,1,2,1,1,1,1,0.5,1,1,1,0,1,0.5,1,NA,35,NA,graduate,NA,male
female,Lima,undergraduate,34,0.5,2,1,1,1,2,1,2,1,2,0.5,2,0,1,0,1,0,2,0,1,0,1,1,2,1,1,1.5,1,1,2,1,1,1,1,0,1,0,1,0,1,NA,34,NA,undergraduate,NA,female
male,Lima Metropolitana,NA,58,1,2,0,1,1,2,1,1,1,1,0,2,0.5,1,0,1,1,2,1,1,0,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,1,0.5,1,NA,58,graduate,graduate,NA,male
NA,Lima Metropolitana,undergraduate,NA,1,1,1.5,1,1,1,1,1,1,1,0,1,0.5,1,0.5,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0,1,24.979858,24.979858,NA,undergraduate,NA,NA
diverse,Lima,undergraduate,32,1,2,1,1,1,2,1,1,1,1,0,1,0.5,1,0.5,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,0.5,1,0,2,0,1,0,1,NA,32,NA,undergraduate,NA,diverse
NA,NA,NA,NA,0.5,2,1.5,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,0,1,1,1,1.5,1,1,2,0,2,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,secondary,77,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0.5,2,NA,77,NA,secondary,NA,female
NA,NA,NA,NA,1,2,1.5,1,1,2,0.5,1,1,1,0,1,0,1,0.5,1,1,2,1,1,0,1,0,1,1,1,1,2,0,1,1.5,1,0,2,1,2,0,1,0,1,NA,NA,NA,NA,NA,NA
female,Extranjero,graduate,56,1,1,0,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,0,2,0.5,1,0.5,1,NA,56,NA,graduate,NA,female
NA,NA,NA,NA,0,2,0,1,1,1,0,2,0,1,0.5,1,0,1,0,1,0,2,1,2,1,1,1,1,1,2,0.5,2,1,1,1,1,1,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA
male,Extranjero,undergraduate,59,1,2,0,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0.5,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,0,1,NA,59,NA,undergraduate,NA,male
female,Lima Metropolitana,NA,73,1,2,0.5,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2,0.5,1,0,1,1,1,1,2,0,1,0,1,0.5,2,0.5,2,0.5,1,0,1,0,1,NA,73,graduate,graduate,NA,female
female,Lima Metropolitana,undergraduate,84,0,1,1,1,1,2,1,1,1,1,1,2,0,1,0,1,0,2,0,1,1,1,0,1,1,1,1,2,1,1,0,2,1,1,0,2,0,1,0,1,NA,84,NA,undergraduate,NA,female
female,Lima Metropolitana,graduate,30,1,2,0.5,1,1,2,1,1,1,1,0.5,1,1,1,1,2,0,2,1,2,1,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,2,0.5,1,1,1,1,2,NA,30,NA,graduate,NA,female
male,Amazonas,graduate,58,1,2,1,1,1,2,1,1,1,1,1,2,1,1,0.5,1,0,2,0.5,1,1,2,1,2,1,2,1,1,0.5,1,0.5,1,0.5,1,0,1,1,2,0,2,NA,58,NA,graduate,NA,male
male,Extranjero,graduate,58,1,2,1,1,1,2,1,1,1,1,1,2,1,1,0.5,1,0,2,0.5,1,1,2,1,2,1,2,1,1,0.5,1,0.5,1,0.5,1,0,1,1,2,0,2,NA,58,NA,graduate,NA,male
NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,2,1,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,graduate,65,1,2,0,1,1,2,1,2,1,1,0,1,0.5,1,0,1,0,2,1,2,0,1,1,1,1,2,0,2,0,1,1,1,0,1,0,2,0,1,0,1,NA,65,NA,graduate,NA,male
NA,NA,NA,NA,1,2,0.5,1,1,1,1,2,1,1,1,1,0,1,0,1,0,2,0.5,1,0,1,1,1,1,2,1,1,0,1,1,2,1,2,0.5,1,0,1,1,1,NA,NA,NA,NA,NA,NA
male,Junín,undergraduate,32,1,2,0.5,1,1,2,1,2,1,2,1,1,0,1,0.5,1,0.5,1,1,1,0.5,2,1,2,1,1,0.5,1,1,1,0,2,1,2,0.5,2,0.5,1,1,1,NA,32,NA,undergraduate,NA,male
male,Lima,undergraduate,40,0,2,1,2,1,2,1,1,1,2,1,2,0,1,0,1,0,2,0,1,1,1,1,2,1,1,0,2,1,1,0,1,1,2,0,2,1,1,1,1,NA,40,NA,undergraduate,NA,male
female,Lima,undergraduate,NA,1,2,1,2,1,2,1,1,1,2,0.5,1,0.5,1,0,1,0,2,0.5,1,0,1,0.5,1,0,1,0,1,1,1,0,1,1,2,0,1,0.5,1,1,1,23.026001,23.026001,NA,undergraduate,NA,female
female,Lima,graduate,33,0,2,0.5,1,1,2,1,2,1,1,0,1,0,1,0,1,0,2,0,1,1,2,1,2,1,2,0.5,1,1,1,0,1,1,2,1,2,1,1,1,1,NA,33,NA,graduate,NA,female
male,Lima,undergraduate,27,1,2,1,2,1,2,0.5,2,0.5,1,0,2,1,2,0.5,1,0,2,1,1,0.5,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,0.5,1,0,1,NA,27,NA,undergraduate,NA,male
NA,NA,NA,NA,0,2,1,1,1,2,1,1,1,1,0,1,0.5,1,0,1,0,2,0,2,0.5,2,1,2,1,2,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,secondary,69,1,2,0.5,1,1,2,1,2,1,2,0,1,0,1,0,1,0,2,1,2,0,1,0.5,1,1,2,0.5,1,0,1,1,1,1,2,0,2,0.5,1,1,1,NA,69,NA,secondary,NA,female
female,Lima,secondary,NA,1,2,0.5,1,1,2,1,2,1,2,0,1,1,1,0,1,0,2,1,2,0,1,0.5,1,1,2,0.5,1,0,1,1,1,1,2,0,2,0.5,1,1,2,33.132275,33.132275,NA,secondary,NA,female
female,Lima,graduate,31,0.5,2,0,1,0.5,2,0,2,1,1,0,1,1,1,0.5,1,0,2,0.5,1,1,2,1,2,1,2,1,2,1,2,0,1,1,2,0.5,1,0.5,1,1,1,NA,31,NA,graduate,NA,female
female,Lima,graduate,48,0,2,0.5,1,0.5,2,1,1,1,1,0,1,0,1,0,1,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,2,0.5,1,0,1,NA,48,NA,graduate,NA,female
female,Lima,undergraduate,32,1,2,0.5,1,1,2,1,1,1,2,0,1,1,1,1,2,1,2,0.5,1,0.5,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0.5,1,1,2,NA,32,NA,undergraduate,NA,female
female,Lima,graduate,70,0.5,1,1,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,NA,70,NA,graduate,NA,female
female,Lima Metropolitana,undergraduate,25,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,1,0,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,0.5,1,NA,25,NA,undergraduate,NA,female
male,Lima,undergraduate,24,0,1,1,1,1,2,1,1,1,1,0.5,1,0,1,0,1,0,2,0.5,1,0.5,1,1,1,1,2,0.5,1,1,1,0,1,0,2,0,1,0,1,0,1,NA,24,NA,undergraduate,NA,male
male,Lima,graduate,38,1,2,0.5,2,1,2,0.5,2,1,2,0,2,0.5,2,1,2,1,2,0.5,2,1,2,1,2,1,2,0,2,1,2,0.5,2,1,2,1,2,1,2,1,2,NA,38,NA,graduate,NA,male
